ph_sol,humidite_sol,carbone_organique,conductivite_electrique,temperature,humidite,precipitation,heures_ensoleillement,vitesse_vent,surface_champ,irrigation_precedente,type_sol_Loamy,type_sol_Sandy,type_sol_Silt,type_culture_Maize,type_culture_Potato,type_culture_Rice,type_culture_Sugarcane,type_culture_Wheat,stade_croissance_Harvest,stade_croissance_Sowing,stade_croissance_Vegetative,saison_Rabi,saison_Zaid,type_irrigation_Drip,type_irrigation_Rainfed,type_irrigation_Sprinkler,source_eau_Rainwater,source_eau_Reservoir,source_eau_River,paillage_Yes,region_East,region_North,region_South,region_West,target
6.1,0.735896291178925,-0.6303416672109309,1.43,1.38262615879117,-0.09512767771907928,262.65,10.49,11.32,3.47,60.06,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7.98,1.0505641401277108,-1.0062947088182617,3.0,-0.6107620176444373,-0.5528488103546663,462.97,7.48,19.15,11.42,118.38,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
6.27,-1.2823601635873714,-0.30809620297607615,0.56,1.0582821648256773,0.2615381399190408,1463.75,4.39,18.04,6.9,80.02,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6.63,-0.07420604334880126,-1.033148497504499,3.22,-0.4237736652515197,-0.6628207707930865,1586.61,4.88,1.1,9.07,13.86,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6.32,-0.9001330666050932,0.7123477671009641,2.37,0.9140010287200309,-1.1235141185756585,674.38,7.73,7.37,13.06,91.84,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
6.72,-1.1801083287258702,-1.3016863843668782,1.53,-0.9651164879199042,1.2542579990118081,297.74,4.11,14.91,3.51,85.11,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
6.4,0.7845876411129729,1.571669005060577,1.96,0.9140010287200309,-1.0422735712247533,1373.89,10.41,0.52,6.63,40.28,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
4.96,0.1035173839104746,-1.4091015391118302,0.61,-1.1082433749367049,1.613896031796912,2101.59,9.57,17.33,0.88,105.25,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
7.8,-1.013340455201755,1.571669005060577,0.84,-0.03132897504416239,1.6862199337068646,503.61,7.53,10.29,11.02,57.89,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
6.31,-0.687717052517808,1.1688621747670083,1.07,-1.3367846945280486,0.6786389988791756,1728.91,10.48,2.19,1.96,74.08,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
6.8,1.59042948252147,0.6317864010422504,1.41,0.09794692290649668,0.0029554221314038987,964.7,5.82,9.13,11.74,113.36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5.27,1.1808135012012897,1.4642538503156255,3.21,1.1113776229125552,1.020443740782374,2357.72,9.97,10.11,8.33,72.58,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
4.81,1.2897603966787223,-1.2479788069944027,1.35,0.8862990505877474,1.28992458077562,206.43,9.64,7.66,5.05,94.15,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5.63,-0.16732825009766844,-1.113709863563213,1.88,-1.5549377723197855,0.7227268568927766,99.92,8.07,9.36,2.34,88.82,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
7.2,0.401143260382344,-0.845171976700834,0.65,-0.02555772959993646,-1.3840783131279515,310.77,6.23,17.88,4.12,58.6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.14,-0.45582449845690365,-0.872025765387072,2.6,1.2210312863528465,-1.727369162604642,1956.11,7.91,6.82,7.83,54.74,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.89,-1.4935588939263051,-0.6571954558971689,2.0,0.5204020894238286,-1.0724910918857606,2306.92,10.7,19.24,0.6,29.79,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5.53,-0.37183191982067065,0.2826871481211579,1.6,-1.5249272960098113,-1.083884583282534,2056.19,4.59,13.9,2.85,50.92,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.5,0.29767414177249146,-1.623931848601733,3.32,-0.6026822740225211,-1.1046900893114242,1794.58,5.41,17.97,9.33,11.08,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5.42,-0.7668404961606363,-0.3886575690347896,3.13,0.19721234454718117,0.029705358454262854,143.96,8.51,4.58,8.99,77.05,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.85,1.1783789337045874,-0.872025765387072,2.34,-1.1324826058024535,0.06586730940923875,534.53,8.75,10.09,6.86,27.77,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
7.42,-1.2391465905209034,0.3901023028661096,3.23,0.631210001952965,0.7692915608621976,2338.45,5.15,11.53,0.4,104.99,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7.78,-0.4892998015365618,1.7059379484917667,2.02,0.46846088042579614,-1.0393013560777689,1556.98,9.64,2.16,8.03,12.16,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
6.89,-1.3298342297730683,0.06785683863125451,2.91,-1.0297544368952336,-1.4162773105536153,1170.81,10.5,10.13,13.64,19.47,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
5.44,-0.3584417985888075,-0.25438862560360026,1.49,0.17528161185912322,0.5721346227789034,1630.78,4.56,17.29,6.07,3.32,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
5.77,-1.6256341806224108,-0.44236514640726543,0.39,1.080212897513736,-0.059461095955266996,446.48,10.82,1.52,0.52,31.26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6.42,-0.8173577717172114,1.0077394426495814,3.48,-0.4330076579622813,0.5726299919700677,2232.17,5.97,13.02,9.46,18.86,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1
8.04,-0.3730492035690218,-1.4896629051705437,0.66,-0.8750850589899809,-0.4176130211668793,1640.76,6.16,19.78,9.69,17.09,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
5.64,-0.10402949518340589,1.6253765824330528,0.96,0.6981564491059845,0.8658885531391887,1178.11,4.31,10.78,8.09,57.83,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
7.29,0.12299392388409387,-0.2812424142898382,0.65,-1.4856828269890754,0.6291020797627701,1143.44,7.48,6.42,7.28,9.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6.29,-0.8094454273529283,-0.6303416672109309,1.25,1.152930590110981,0.5171486425596933,2055.94,10.68,11.91,12.88,34.86,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
5.81,0.051174182731372864,1.6790841598055288,1.08,1.5361412876075773,-1.6421656617244245,769.67,5.13,11.06,11.5,57.29,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
6.35,0.0024828327973244503,1.5448152163743392,2.14,1.6100132292936682,1.2379108157033938,342.83,8.04,2.55,10.49,42.33,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5.04,-0.6664145869216621,0.4975174576110607,3.49,-0.23216831650322164,-0.4319787277106369,464.17,5.92,4.68,7.22,74.59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
7.52,1.1169061044128517,-1.6776394259742087,0.28,0.428062162316215,-1.2676665532043985,202.84,4.13,13.55,5.71,43.22,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
5.63,0.12968898450002544,0.8734704992183916,2.75,1.238345022685524,0.8822357364476023,1269.66,10.91,12.05,6.81,19.6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
7.27,-0.6104195344975066,-0.5497803011522171,0.54,-0.957036744297988,-0.05103981970547832,1693.15,9.01,7.21,13.46,109.22,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5.03,1.5234788763621536,-0.3886575690347896,0.17,-1.6345809594501022,-1.6268092167983388,2334.96,9.15,19.58,13.08,59.13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
8.05,1.1686406637177778,-1.1674174409356888,2.27,-0.39838018529692615,0.9733836676217887,1877.04,8.64,13.07,4.31,110.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5.46,1.64581589307145,0.09471062731749244,3.07,1.3318391988819829,-0.229372728524538,1457.78,5.01,5.0,8.41,61.7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
7.8,0.6385135913108285,0.8734704992183916,0.7,0.018303735776179855,0.8797588904917822,2159.88,5.45,9.69,13.05,43.93,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
7.55,-0.4509553634634989,-0.7914643993283582,1.26,0.1060266665284129,0.8822357364476023,2230.53,6.7,14.38,9.27,87.72,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
8.09,-0.788751603630958,1.5448152163743392,0.67,0.6635289764406298,-1.3910134818042483,1780.96,10.97,13.6,0.81,4.85,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
6.42,0.5380876820718543,-1.0600022861907372,3.18,0.25954179534482025,0.38884802204820346,140.71,8.71,5.3,10.07,54.16,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
7.27,1.6397294743296935,-1.4896629051705437,1.02,-1.5422410323424887,-0.4889461846945032,729.41,7.1,13.13,0.59,16.96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
6.06,0.4108815303691534,0.5243712462972986,1.61,0.21221758270216826,0.15701524058342514,840.46,7.39,6.99,11.73,34.95,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5.43,1.295238173546303,1.222569752139484,3.14,0.5134765948907577,-1.4306430170973727,2493.45,10.46,9.42,5.78,101.23,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1
6.31,-0.6213750882326674,1.598522793746815,1.98,0.4915458622026994,0.3016630444033294,1160.41,5.38,13.55,3.02,30.73,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
5.36,-0.35113809609870017,0.9540318652771054,3.27,0.7916506253024436,0.9585225918868673,1904.71,6.25,11.83,9.11,51.82,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
8.14,1.3810566778050626,-1.033148497504499,3.25,0.0702449447742128,1.684238456942208,2034.49,6.6,14.4,6.87,24.93,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5.13,0.86249380100745,1.6790841598055288,1.67,1.3860889060577055,-0.6271541890292747,1633.15,10.28,7.95,4.64,63.83,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6.8,1.6415553999522203,1.4911076390018634,2.08,-0.12251465306293065,-1.199800974014923,45.69,9.44,15.16,8.27,12.87,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6.93,0.9245752721733612,-1.1674174409356888,0.88,0.06447369932998687,-0.46913141704794104,48.37,8.14,0.81,4.48,71.9,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.63,-0.20688997191908248,0.22897957074868205,3.47,0.9717134831622893,-1.6708970748119396,2046.94,6.2,4.17,0.73,76.73,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7.05,0.0791717089434506,0.20212578206244414,1.05,1.1552390882886718,-0.3205206596987244,1848.1,5.42,19.48,10.15,29.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
5.2,1.3609714959572679,-0.1738272595448865,2.76,0.5146308439796027,1.4335816462131958,1340.29,6.32,2.19,0.63,36.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
6.69,0.15038280822199568,1.7059379484917667,1.16,-1.2929232291519321,-1.0640698156359716,622.16,10.51,13.41,8.3,104.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5.78,-0.8770046753864204,-1.5165166938567816,1.16,-0.5807515413344627,-0.08125734036648567,216.78,10.37,18.38,10.55,56.71,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
8.0,-0.25192947060807713,0.47066366892482336,0.45,-1.6611286884935412,0.2476678025664472,410.67,6.95,17.26,1.86,49.73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7.39,0.028045791512699834,-1.0062947088182617,2.0,-0.7077189411074315,-1.1141021039435413,1450.81,6.28,18.3,2.55,65.48,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8.11,-1.42782557151534,0.12156441600373036,0.93,0.2445365571898331,-0.5929737148389549,1364.57,10.19,19.69,14.53,81.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4.93,0.8168456604442799,0.9808856539633434,0.6,1.0582821648256773,1.4226835240075866,2353.17,7.12,7.47,7.22,85.19,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
5.77,-1.3840033565746968,-0.872025765387072,0.87,0.297632015276711,-0.7123576899094921,2393.19,4.27,6.94,12.43,89.14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
5.46,-0.3584417985888075,-0.3618037803485517,0.95,-1.591873743162831,0.4656302466786319,1440.02,6.42,2.86,14.23,28.89,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4.84,1.0280443907832137,1.598522793746815,1.81,-0.833532091791555,-1.2627128612927578,2103.58,8.25,4.43,11.84,46.51,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5.62,-0.14115664950811757,0.9271780765908675,1.41,0.2710842862332721,0.5850142217491691,2030.62,10.61,13.23,14.25,110.46,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7.11,1.157685109982617,0.25583335943491997,0.36,0.7247041781494239,-0.7698205160845227,1880.94,6.97,6.96,13.34,58.23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
5.59,-0.5769442314178487,-0.9525871314457858,1.92,1.2695097480843438,-0.9357691951244814,1093.35,5.68,7.15,9.7,9.73,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
6.53,1.5593887469385144,-0.25438862560360026,2.78,1.620401471093275,-1.307296088497523,973.52,6.69,13.1,7.83,37.53,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7.82,-1.036468846420428,0.9808856539633434,2.05,1.3572326788365763,-1.575290820917277,660.33,4.4,2.54,12.25,109.36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7.16,-1.6305033156158155,1.1420083860807708,3.41,-0.11212641126332415,1.6183543545173886,2342.74,10.29,1.59,13.0,0.48,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
6.14,1.2635887960891714,-0.872025765387072,0.44,0.8562885742777725,-0.3026873688168184,2086.06,4.23,16.16,14.03,9.43,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6.07,0.8466691122788845,0.5780788236697745,2.89,-0.8970157916780394,0.9585225918868673,442.79,4.01,15.9,3.5,62.54,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
6.35,-0.958562686525951,-1.4091015391118302,1.82,-1.5099220578548238,1.452901044668594,631.16,8.3,8.01,10.83,96.59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
5.4,1.6531195955615565,-1.6507856372879708,1.87,-1.5399325341647983,-1.030384710636816,1453.32,5.08,12.06,14.68,105.32,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6.96,-0.020645558421348145,0.17527199337620622,1.86,-0.894707293500349,1.2785310893788466,1034.0,6.07,5.14,8.2,99.1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
6.04,1.5362603557198413,-0.9525871314457858,1.21,-1.5999534867847471,0.717277795789972,534.74,7.44,7.67,13.28,17.21,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
7.7,-0.010907288434538722,-1.4628091164843058,1.2,1.214105791819775,0.2664918318306811,1977.89,9.54,1.21,8.25,19.7,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
7.37,-0.12594060265372753,0.8197629218459158,2.25,-0.03363747322185268,1.0679991831341231,3.88,6.71,5.84,9.33,108.41,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6.88,-0.2050640462965556,0.014149261258778665,0.25,1.0779043993360453,-1.3538607924669441,858.19,10.7,0.82,6.25,85.08,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
6.04,-0.6012899063848727,1.0614470200220572,2.1,1.5245987967191263,-0.8238157579214046,2323.37,7.17,8.77,3.82,106.12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5.51,0.08830133705608455,0.5780788236697745,2.56,1.7115871491120433,-1.2835183673216481,1901.92,10.44,10.63,11.66,89.27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
7.44,-0.19289120881304384,0.8197629218459158,1.31,1.5142105549195193,1.3691836513618687,1003.21,7.17,10.16,5.54,2.28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
6.45,-1.635981092483396,-0.6571954558971689,0.84,0.7512519071928624,-1.3949764353335607,2321.82,7.61,7.14,12.73,111.37,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5.56,-0.8599627029095035,-0.8183181880145961,0.83,-0.19984934201555676,1.6604607357663332,2252.01,10.71,4.54,12.97,103.75,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
5.46,-1.0236873670627404,0.3632485141798717,0.38,0.3403392315639824,-1.3568330076139286,131.46,8.72,9.36,5.84,78.48,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
5.36,1.245938181738079,-1.033148497504499,0.41,1.0963723847575684,0.5572735470439819,319.85,5.05,17.46,2.41,31.39,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
7.44,0.31471611424940843,1.115154597394533,0.67,1.3780091624357893,0.5523198551323416,968.08,8.19,19.67,6.38,23.92,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
5.58,0.8862308341002986,0.09471062731749244,0.17,1.581157002072539,1.4915398415793903,2323.49,5.58,6.6,2.84,28.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6.59,1.556345537567636,-0.9257333427595478,1.01,0.7997303689243598,-0.6172468052059937,2110.51,6.17,19.5,10.63,22.34,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1
6.34,0.4711370759125381,0.4438098802385855,1.14,0.1394998901049227,-0.586533915353822,119.4,9.87,8.97,6.01,103.72,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6.77,1.64581589307145,1.571669005060577,3.48,1.622709969270965,1.1967951728367772,1280.83,8.78,12.46,11.39,103.8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7.78,-0.6816306337760522,-1.4359553277980681,3.47,1.5892367456944552,1.6555070438546928,1800.63,6.01,16.17,7.42,8.07,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
7.75,-1.1168095738116073,-1.3553939617393542,0.74,-0.07634468950912404,-1.6332490162834716,689.81,4.03,7.51,1.71,33.14,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6.33,-0.36391957545638787,1.222569752139484,0.82,0.515785093068448,0.46513487748746757,1806.31,7.72,4.56,3.21,102.42,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
4.85,-0.12959245389878085,-1.3553939617393542,1.77,1.0721331538918197,-0.8931674446843726,924.31,5.75,5.82,13.71,82.64,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
6.25,1.3433208816061755,-1.5970780599154952,0.61,-0.23101406741437672,0.7866294825529393,685.14,4.2,16.85,5.64,74.22,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6.86,0.1795976181824248,-0.5229265124659792,1.81,1.14138809922253,0.9416800393872892,981.41,4.44,18.72,7.51,91.21,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
6.7,-0.7497985236837196,-0.09326589348617273,1.46,-1.3448644381499648,0.9065088268146408,2377.0,8.71,3.01,4.31,95.61,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
7.01,0.8131938091992261,0.25583335943491997,1.2,-0.0648021986206722,-0.2273912517598818,2263.24,6.9,14.04,6.48,66.4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
5.32,-0.008472720937836365,0.041003049945016586,2.9,-0.05903095317644627,-1.190388959382806,2284.88,5.84,1.18,5.71,109.62,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7.0,-1.2008021524478407,1.4642538503156255,2.92,0.6404439946637261,0.2897741838153923,2293.45,10.16,17.56,2.3,85.01,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
5.42,0.23802723810328266,0.9540318652771054,3.46,-1.3275507018172872,0.9981521271799916,445.69,9.78,17.21,12.87,11.48,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7.35,1.3987072921561554,1.7059379484917667,0.86,-1.3725664162822488,1.4251603699634068,2240.15,7.26,15.6,12.68,36.65,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
5.95,1.1601196774793194,-0.06641210479993481,3.12,1.3883974042353964,-0.16794694882019537,530.69,5.93,16.58,9.04,75.02,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7.21,0.272719824931292,-1.4359553277980681,1.93,-0.6788627138863023,-0.8857369068169115,2095.34,7.55,12.28,14.25,98.71,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
4.96,-0.4552158565827282,1.598522793746815,2.11,-0.5980652776671405,-1.325624748570593,1354.75,9.27,3.37,9.48,109.38,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
6.19,-1.461300874594998,-1.7044932146604468,3.15,0.9601709922738383,1.0278742786498345,599.91,4.08,18.33,4.71,118.84,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
7.2,-0.13385294701801007,0.9808856539633434,3.3,-0.2933435182120157,0.11837644367262874,996.3,8.29,3.25,0.66,14.17,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5.57,0.8460604704047086,-1.623931848601733,2.57,1.1540848391998269,0.5998752974840906,1083.45,8.97,4.89,6.25,10.27,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
7.5,-0.5130368346294104,0.9271780765908675,1.28,-0.34066773085466767,-1.1854352674711655,1832.93,9.72,8.94,6.13,0.72,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6.94,-0.9463898490424388,1.5448152163743392,1.76,0.9036127869204248,-1.7149849328255407,1515.05,5.52,10.21,10.95,107.29,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
6.8,1.4680924658121741,-0.3618037803485517,2.19,0.08871293019573552,1.6173636161350609,2041.96,5.42,2.38,5.14,110.08,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6.0,1.087082652578247,-0.8988795540733099,2.92,1.5095935585641387,1.073943613428092,992.01,5.51,15.35,5.56,92.97,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
6.44,0.4510518940647434,-0.9525871314457858,2.34,-0.5969110285782951,-0.35073818035973175,1858.98,10.52,3.18,6.74,22.04,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6.83,-1.2884465823291271,-0.012704527427459261,1.34,-0.4745606251607073,-0.15259050389410955,1982.01,4.99,13.27,7.78,119.16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6.41,-1.2604490561170494,-1.1405636522494509,1.52,1.6284812147151912,1.4836139345207657,157.86,9.35,9.31,13.24,73.54,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
7.17,-1.4053058221708425,0.6049326123560124,0.27,0.8239695997901084,-1.0175051116665506,939.1,10.91,16.31,3.77,104.62,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
